aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe,aluminium_high,ammonia_high,arsenic_high,barium_high,cadmium_high,chloramine_high,chromium_high,copper_high,bacteria_high,viruses_high,lead_high,nitrates_high,nitrites_high,mercury_high,perchlorate_high,radium_high,selenium_high,silver_high,uranium_high,danger_count,nitrate_nitrite_ratio,copper_lead_ratio,bacteria_viruses,arsenic_mercury
0.04,9.29,0.06,0.2,0.08,0.29,0.01,1.36,0.31,0.84,0.84,0.1,14.65,1.18,0.004,7.21,0.67,0.03,0.08,0.06,0.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,9,12.415254237288137,13.6,0.7055999999999999,0.00024
0.04,10.48,0.08,0.28,0.09,0.46,0.01,1.0,0.0,0.51,0.51,0.169,5.45,1.56,0.001,4.37,0.56,0.1,0.06,0.02,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,6,3.4935897435897436,5.9171597633136095,0.2601,8e-05
0.01,18.45,0.05,0.95,0.1,0.03,0.07,1.48,0.45,0.59,0.59,0.053,4.21,1.73,0.005,0.55,5.28,0.08,0.03,0.04,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,9,2.433526011560694,27.92452830188679,0.34809999999999997,0.00025
0.04,27.79,0.07,2.7,0.01,0.18,0.01,1.4,0.05,0.3,0.003,0.142,3.73,1.2,0.008,2.35,4.68,0.05,0.06,0.02,0.0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,9,3.1083333333333334,9.859154929577466,0.0009,0.0005600000000000001
0.03,0.7,0.09,0.29,0.02,0.3,0.05,0.33,0.74,0.32,0.005,0.008,1.59,1.98,0.001,1.83,1.31,0.0,0.04,0.04,0.0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,5,0.8030303030303031,41.25,0.0016,8.999999999999999e-05
0.05,8.2,0.08,0.57,0.01,0.54,0.1,0.17,0.95,0.62,0.62,0.021,10.39,1.17,0.005,3.89,2.54,0.08,0.06,0.07,0.0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,8,8.88034188034188,8.095238095238095,0.3844,0.0004
0.02,28.49,0.03,0.08,0.06,0.19,0.03,1.18,1.1,0.38,0.005,0.044,6.87,1.45,0.006,0.46,0.14,0.06,0.06,0.0,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,7,4.7379310344827585,26.818181818181817,0.0019,0.00017999999999999998
0.03,11.63,0.04,0.94,0.07,0.04,0.05,1.51,1.33,0.16,0.003,0.004,18.29,1.93,0.001,0.45,1.81,0.08,0.03,0.04,0.0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,7,9.476683937823834,377.5,0.00048,4e-05
0.02,26.69,0.08,0.11,0.08,0.05,0.05,0.84,0.33,0.89,0.89,0.048,12.51,1.67,0.006,4.86,0.96,0.06,0.06,0.08,0.0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,8,7.491017964071856,17.5,0.7921,0.00048
0.01,10.11,0.06,0.26,0.01,0.19,0.05,0.19,1.18,0.71,0.71,0.162,6.82,1.35,0.001,3.52,0.58,0.07,0.09,0.03,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,6,5.051851851851851,1.1728395061728394,0.5041,6e-05
0.08,29.12,0.02,0.84,0.0,0.1,0.06,1.98,0.63,0.99,0.99,0.005,14.86,1.51,0.01,3.46,3.57,0.0,0.09,0.06,0.0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,7,9.841059602649006,396.0,0.9801,0.0002
0.05,15.2,0.05,1.28,0.02,0.07,0.03,1.12,1.15,0.69,0.69,0.121,2.47,1.38,0.003,2.69,5.66,0.1,0.07,0.03,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,8,1.7898550724637683,9.25619834710744,0.4760999999999999,0.00015000000000000001
0.07,28.24,0.02,1.53,0.09,0.4,0.05,1.84,0.4,0.59,0.59,0.178,5.29,1.22,0.004,0.48,3.99,0.02,0.01,0.02,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,8,4.336065573770492,10.337078651685394,0.34809999999999997,8e-05
0.09,8.33,0.01,0.68,0.03,0.44,0.0,1.35,0.32,0.29,0.008,0.198,15.91,1.99,0.001,2.63,3.6,0.06,0.03,0.01,0.0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,7,7.994974874371859,6.818181818181818,0.00232,1e-05
0.03,14.7,0.09,2.42,0.0,0.42,0.09,1.71,0.65,0.64,0.64,0.12,3.01,1.68,0.002,0.12,0.69,0.05,0.0,0.04,0.0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,7,1.7916666666666665,14.25,0.4096,0.00017999999999999998
0.07,1.66,0.05,0.35,0.05,0.15,0.05,1.31,0.33,0.58,0.58,0.113,8.5,1.6,0.01,3.01,0.24,0.02,0.09,0.0,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,8,5.3125,11.5929203539823,0.3364,0.0005
0.0,25.57,0.02,0.86,0.08,0.1,0.07,0.53,0.88,0.93,0.93,0.076,14.87,1.05,0.009,0.43,0.67,0.05,0.05,0.05,0.0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,8,14.161904761904761,6.973684210526316,0.8649000000000001,0.00017999999999999998
0.0,23.18,0.04,0.09,0.08,0.07,0.05,1.23,0.66,0.93,0.93,0.155,16.93,1.41,0.002,12.66,3.79,0.07,0.06,0.04,0.0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,7,12.00709219858156,7.935483870967742,0.8649000000000001,8e-05
0.06,29.11,0.09,1.56,0.08,0.1,0.08,1.19,0.38,0.84,0.84,0.064,7.23,1.0,0.005,2.84,2.4,0.07,0.04,0.06,0.0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,6,7.23,18.59375,0.7055999999999999,0.00045
0.09,12.86,0.08,0.56,0.05,0.14,0.0,0.38,0.61,0.2,0.001,0.03,1.43,1.01,0.009,1.31,1.46,0.0,0.09,0.04,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,7,1.4158415841584158,12.666666666666668,0.0002,0.0007199999999999999
0.03,8.2,0.06,0.56,0.06,0.08,0.07,1.76,0.21,0.98,0.98,0.01,2.57,1.61,0.002,0.49,0.48,0.09,0.02,0.01,0.0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,6,1.5962732919254656,176.0,0.9603999999999999,0.00012
0.05,10.84,0.06,0.7,0.0,0.13,0.07,1.13,1.34,0.48,0.003,0.162,1.99,1.45,0.008,3.18,0.47,0.03,0.04,0.07,0.0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,6,1.3724137931034484,6.975308641975308,0.0014399999999999999,0.00048
0.07,2.54,0.05,2.07,0.02,0.21,0.05,1.85,0.33,0.6,0.6,0.16,5.35,1.37,0.003,1.62,3.88,0.02,0.01,0.07,0.0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,9,3.9051094890510942,11.5625,0.36,0.00015000000000000001
0.08,24.56,0.03,0.77,0.02,0.41,0.04,1.45,0.11,0.19,0.004,0.133,13.26,1.68,0.005,12.14,0.77,0.0,0.05,0.08,0.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,9,7.892857142857143,10.902255639097744,0.00076,0.00015
0.05,12.39,0.06,0.41,0.06,0.54,0.07,0.23,0.21,0.54,0.54,0.097,17.64,1.56,0.009,3.0,0.5,0.05,0.01,0.05,0.0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,8,11.307692307692308,2.3711340206185567,0.2916,0.0005399999999999999
0.09,12.31,0.05,0.21,0.05,0.18,0.07,0.11,0.11,0.41,0.0,0.003,1.68,1.27,0.004,0.52,0.59,0.05,0.01,0.09,0.0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5,1.3228346456692912,36.666666666666664,0.0,0.0002
0.06,17.6,0.01,0.24,0.1,0.26,0.07,1.6,0.52,0.51,0.51,0.125,9.29,1.43,0.002,0.81,0.85,0.04,0.0,0.01,0.0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,6,6.496503496503496,12.8,0.2601,2e-05
0.01,27.52,0.08,1.19,0.08,0.01,0.05,0.83,0.59,0.85,0.85,0.025,0.86,1.56,0.001,0.83,5.02,0.03,0.04,0.08,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,7,0.5512820512820512,33.199999999999996,0.7224999999999999,8e-05
0.02,24.31,0.1,0.12,0.03,0.0,0.06,0.68,0.01,0.95,0.95,0.006,0.67,1.25,0.01,7.71,3.07,0.04,0.04,0.08,0.0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,6,0.536,113.33333333333334,0.9025,0.001
0.1,1.12,0.03,0.87,0.01,0.02,0.0,0.4,1.41,0.82,0.82,0.023,8.8,1.78,0.0,6.35,2.25,0.09,0.04,0.02,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,6,4.943820224719102,17.39130434782609,0.6723999999999999,0.0
0.03,8.72,0.01,0.9,0.0,0.05,0.06,1.43,1.35,0.27,0.004,0.026,7.13,1.97,0.009,1.26,5.49,0.07,0.08,0.06,0.0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,7,3.6192893401015227,55.0,0.00108,8.999999999999999e-05
0.0,24.2,0.05,0.68,0.04,0.09,0.05,1.23,0.52,0.62,0.62,0.022,12.63,1.93,0.003,0.22,1.82,0.04,0.08,0.01,0.0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,8,6.544041450777203,55.909090909090914,0.3844,0.00015000000000000001
0.01,28.98,0.05,0.88,0.05,0.08,0.08,0.15,0.98,0.91,0.91,0.187,8.96,1.42,0.004,0.01,0.16,0.02,0.05,0.05,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,7,6.309859154929578,0.8021390374331551,0.8281000000000001,0.0002
0.07,22.08,0.04,0.66,0.09,0.01,0.07,1.21,1.33,0.55,0.55,0.116,12.05,1.58,0.009,0.75,0.86,0.03,0.01,0.03,0.0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,8,7.6265822784810124,10.43103448275862,0.30250000000000005,0.00035999999999999997
0.06,28.27,0.07,2.91,0.02,0.26,0.1,1.5,0.48,0.65,0.65,0.125,14.07,1.67,0.0,1.63,2.76,0.06,0.08,0.06,0.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,9,8.425149700598803,12.0,0.42250000000000004,0.0
0.07,12.26,0.06,0.03,0.06,0.07,0.09,1.56,0.25,0.54,0.54,0.023,8.32,1.39,0.008,2.51,0.59,0.03,0.02,0.09,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,8,5.985611510791368,67.82608695652175,0.2916,0.00048
0.05,24.06,0.04,0.24,0.06,0.08,0.0,1.67,0.5,0.89,0.89,0.062,7.04,1.09,0.007,0.84,2.71,0.1,0.02,0.04,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,8,6.458715596330275,26.93548387096774,0.7921,0.00028000000000000003
0.07,7.57,0.1,0.16,0.1,0.12,0.04,1.65,1.23,0.02,0.006,0.048,10.42,1.58,0.002,8.09,0.53,0.1,0.02,0.01,0.0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,8,6.594936708860759,34.375,0.00012,0.0002
0.07,28.57,0.02,0.64,0.02,0.04,0.06,0.57,0.92,0.48,0.006,0.037,6.39,1.82,0.007,1.79,0.36,0.05,0.08,0.05,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,7,3.5109890109890105,15.405405405405405,0.0028799999999999997,0.00014000000000000001
0.08,0.14,0.08,1.56,0.07,0.05,0.05,0.24,1.19,0.27,0.003,0.13,4.22,1.9,0.009,0.05,0.8,0.07,0.05,0.06,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,7,2.221052631578947,1.846153846153846,0.0008100000000000001,0.0007199999999999999
0.05,28.72,0.02,0.23,0.07,0.13,0.03,1.25,1.34,0.79,0.79,0.037,6.42,1.13,0.01,12.89,0.05,0.05,0.03,0.08,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,7,5.68141592920354,33.78378378378378,0.6241000000000001,0.0002
0.05,8.58,0.07,0.15,0.05,0.35,0.04,0.02,1.05,0.56,0.56,0.174,13.07,1.79,0.006,1.55,0.57,0.06,0.04,0.07,0.0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,8,7.301675977653631,0.1149425287356322,0.31360000000000005,0.00042000000000000007
0.09,1.93,0.04,0.95,0.04,0.15,0.02,0.1,1.47,0.9,0.9,0.097,2.42,1.16,0.003,1.44,1.97,0.01,0.01,0.01,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,7,2.086206896551724,1.0309278350515465,0.81,0.00012
0.04,24.02,0.06,0.02,0.08,0.5,0.09,1.81,0.0,0.0,0.003,0.12,1.8,1.34,0.008,9.14,0.04,0.03,0.09,0.01,0.0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,7,1.3432835820895521,15.083333333333334,0.0,0.00048
0.02,4.58,0.05,0.14,0.02,0.33,0.04,1.11,0.07,0.29,0.002,0.155,12.01,1.19,0.002,8.02,0.43,0.07,0.01,0.01,0.0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,7,10.092436974789916,7.161290322580646,0.00058,0.0001
0.02,19.93,0.09,0.23,0.01,0.12,0.03,1.76,0.61,0.53,0.53,0.105,8.93,1.31,0.007,4.84,0.55,0.02,0.07,0.07,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,8,6.816793893129771,16.761904761904763,0.28090000000000004,0.00063
0.06,6.63,0.08,2.57,0.04,0.03,0.1,1.52,0.94,0.15,0.008,0.042,2.06,1.43,0.008,0.37,0.26,0.05,0.07,0.02,0.0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,9,1.4405594405594406,36.19047619047619,0.0012,0.00064
0.0,28.52,0.01,0.58,0.1,0.0,0.01,0.9,0.28,0.19,0.001,0.059,9.91,1.7,0.006,0.34,0.23,0.06,0.07,0.08,0.0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,6,5.829411764705883,15.254237288135595,0.00019,6e-05
0.04,0.41,0.02,0.86,0.05,0.04,0.02,1.21,0.32,0.01,0.004,0.021,1.41,1.09,0.002,3.5,1.54,0.0,0.0,0.02,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,6,1.293577981651376,57.61904761904761,4e-05,4e-05
0.03,9.66,0.02,0.45,0.03,0.59,0.01,0.39,1.35,1.0,1.0,0.158,0.9,1.34,0.009,3.86,2.01,0.01,0.1,0.07,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,7,0.6716417910447761,2.468354430379747,1.0,0.00017999999999999998
0.07,13.16,0.01,0.7,0.07,0.03,0.01,0.44,0.08,0.63,0.63,0.044,16.61,1.8,0.008,1.48,1.54,0.02,0.1,0.09,0.0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,7,9.227777777777778,10.0,0.39690000000000003,8e-05
0.01,6.06,0.03,1.22,0.01,0.62,0.09,0.84,0.64,0.46,0.002,0.074,7.28,1.42,0.002,4.81,4.81,0.07,0.09,0.05,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,6,5.126760563380282,11.35135135135135,0.00092,6e-05
0.04,23.28,0.01,0.16,0.04,0.02,0.02,1.35,1.03,0.04,0.007,0.067,13.92,1.31,0.0,2.67,1.78,0.05,0.1,0.0,0.0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,7,10.625954198473282,20.149253731343283,0.00028000000000000003,0.0
0.06,20.16,0.06,0.71,0.09,0.11,0.03,1.68,1.4,0.16,0.005,0.164,10.88,1.54,0.005,0.96,1.85,0.09,0.05,0.06,0.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,9,7.0649350649350655,10.243902439024389,0.0008,0.0003
0.03,17.88,0.02,0.07,0.09,0.15,0.05,1.18,1.34,0.72,0.72,0.17,16.32,1.94,0.006,5.39,2.04,0.08,0.07,0.08,0.0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,8,8.412371134020619,6.941176470588235,0.5184,0.00012
0.01,6.12,0.1,0.15,0.07,0.21,0.08,1.95,1.48,0.34,0.004,0.183,3.84,1.67,0.005,2.77,6.45,0.06,0.03,0.08,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,9,2.2994011976047903,10.655737704918034,0.00136,0.0005
0.1,29.71,0.1,0.01,0.06,0.19,0.08,1.34,0.69,0.77,0.77,0.11,0.52,1.23,0.003,6.54,0.73,0.06,0.08,0.04,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,8,0.42276422764227645,12.181818181818182,0.5929,0.00030000000000000003
0.09,8.03,0.03,0.04,0.04,0.06,0.09,0.69,1.32,0.62,0.62,0.103,13.78,1.51,0.01,2.11,1.68,0.06,0.1,0.0,0.0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,8,9.125827814569536,6.699029126213592,0.3844,0.0003
0.03,9.11,0.07,1.15,0.02,0.66,0.05,1.85,0.88,0.36,0.005,0.072,2.78,1.18,0.009,0.74,0.99,0.1,0.03,0.06,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,8,2.3559322033898304,25.694444444444446,0.0018,0.00063
0.02,28.9,0.05,0.38,0.09,0.6,0.06,0.34,0.61,0.98,0.98,0.076,0.54,1.06,0.003,0.45,0.41,0.04,0.03,0.05,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,7,0.5094339622641509,4.473684210526316,0.9603999999999999,0.00015000000000000001
0.02,24.53,0.04,0.96,0.02,0.03,0.01,1.42,1.03,0.01,0.008,0.014,10.99,1.47,0.006,0.34,0.94,0.06,0.06,0.06,0.0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,8,7.476190476190476,101.42857142857142,8e-05,0.00024
0.09,23.4,0.07,0.86,0.03,0.67,0.06,1.97,0.12,0.52,0.52,0.121,10.85,1.09,0.002,1.42,4.94,0.08,0.01,0.01,0.0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,8,9.954128440366972,16.28099173553719,0.27040000000000003,0.00014000000000000001
0.09,18.84,0.05,0.75,0.08,0.03,0.09,1.85,1.43,0.68,0.68,0.089,4.43,1.15,0.004,0.37,0.09,0.03,0.04,0.04,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,8,3.8521739130434782,20.786516853932586,0.4624000000000001,0.0002
0.04,19.88,0.04,0.77,0.01,0.22,0.05,1.23,0.51,0.57,0.57,0.176,3.88,1.02,0.001,5.51,3.76,0.02,0.0,0.05,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,6,3.803921568627451,6.988636363636364,0.32489999999999997,4e-05
0.04,5.13,0.01,0.67,0.06,0.05,0.04,0.67,0.25,0.74,0.74,0.169,6.98,1.39,0.001,2.57,1.22,0.06,0.03,0.02,0.0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,5,5.02158273381295,3.964497041420118,0.5476,1e-05
0.08,2.02,0.09,0.18,0.09,0.02,0.05,0.28,0.93,0.82,0.82,0.175,17.17,1.58,0.003,2.14,2.87,0.01,0.02,0.02,0.0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,8,10.867088607594937,1.6000000000000003,0.6723999999999999,0.00027
0.1,15.9,0.04,0.88,0.01,0.05,0.03,1.46,0.93,0.83,0.83,0.166,8.14,1.77,0.007,0.18,0.62,0.08,0.09,0.02,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,8,4.598870056497176,8.795180722891565,0.6889,0.00028000000000000003
0.07,24.05,0.03,0.44,0.07,0.03,0.09,1.88,0.45,0.38,0.009,0.128,4.08,1.67,0.002,4.24,0.86,0.01,0.09,0.07,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,7,2.44311377245509,14.687499999999998,0.00342,6e-05
0.05,28.66,0.02,1.54,0.01,0.32,0.0,1.95,1.18,0.81,0.81,0.075,0.44,1.12,0.005,3.7,3.75,0.08,0.09,0.01,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,8,0.39285714285714285,26.0,0.6561000000000001,0.0001
0.06,11.53,0.08,0.05,0.08,0.08,0.06,0.24,1.23,0.0,0.008,0.196,9.6,1.65,0.008,5.07,2.82,0.03,0.09,0.07,0.0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,6,5.818181818181818,1.2244897959183672,0.0,0.00064
0.09,6.04,0.03,0.16,0.04,0.09,0.03,1.63,0.26,0.61,0.61,0.142,2.11,1.47,0.006,2.42,0.71,0.0,0.07,0.0,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,8,1.435374149659864,11.47887323943662,0.3721,0.00017999999999999998
0.08,5.69,0.08,0.2,0.07,0.45,0.09,0.47,0.9,0.16,0.007,0.037,3.67,1.47,0.001,2.66,0.29,0.09,0.06,0.05,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,6,2.496598639455782,12.702702702702702,0.0011200000000000001,8e-05
0.02,17.82,0.02,0.1,0.1,0.02,0.03,1.54,0.05,0.45,0.009,0.111,15.01,1.07,0.006,6.59,2.88,0.05,0.02,0.03,0.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,9,14.028037383177569,13.873873873873874,0.00405,0.00012
0.01,16.67,0.08,0.81,0.02,0.22,0.08,0.88,0.12,0.87,0.87,0.143,13.48,1.73,0.009,3.62,0.44,0.07,0.04,0.02,0.0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,8,7.791907514450868,6.153846153846154,0.7569,0.0007199999999999999
0.06,17.31,0.09,0.74,0.04,0.08,0.05,0.0,1.25,0.11,0.003,0.014,16.44,1.88,0.01,0.12,0.93,0.07,0.0,0.02,0.0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,7,8.744680851063832,0.0,0.00033,0.0009
0.03,13.91,0.08,1.72,0.0,0.01,0.05,0.76,0.47,0.74,0.74,0.175,12.61,1.12,0.005,1.89,0.4,0.07,0.02,0.07,0.0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,7,11.25892857142857,4.342857142857143,0.5476,0.0004
0.1,5.48,0.03,0.32,0.01,0.03,0.07,1.64,0.78,0.8,0.8,0.092,0.62,1.11,0.01,0.12,0.85,0.0,0.04,0.03,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,8,0.5585585585585585,17.82608695652174,0.6400000000000001,0.0003
0.03,22.38,0.02,2.03,0.08,0.08,0.04,1.58,0.57,0.6,0.6,0.146,0.14,1.58,0.01,5.32,2.4,0.07,0.05,0.03,0.0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,9,0.08860759493670886,10.82191780821918,0.36,0.0002
0.01,0.11,0.03,0.03,0.1,0.04,0.04,1.95,0.48,0.29,0.002,0.174,15.72,1.48,0.01,4.25,0.7,0.05,0.02,0.07,0.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,9,10.621621621621623,11.206896551724139,0.00058,0.0003
0.05,26.24,0.07,0.19,0.06,0.12,0.02,1.81,0.92,0.7,0.7,0.018,0.35,1.7,0.008,0.15,0.91,0.03,0.01,0.01,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,8,0.20588235294117646,100.55555555555557,0.48999999999999994,0.0005600000000000001
0.02,10.16,0.1,0.92,0.05,0.09,0.1,1.22,1.23,0.96,0.96,0.142,0.92,1.19,0.002,6.03,0.73,0.02,0.09,0.04,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,6,0.773109243697479,8.591549295774648,0.9216,0.0002
0.08,16.7,0.03,0.54,0.02,0.01,0.01,1.05,0.86,0.37,0.002,0.113,0.23,1.48,0.01,4.19,5.07,0.08,0.07,0.03,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,8,0.1554054054054054,9.29203539823009,0.00074,0.0003
0.08,18.4,0.08,0.32,0.05,0.14,0.05,0.38,0.47,0.04,0.007,0.176,18.79,1.54,0.008,1.35,4.84,0.06,0.08,0.02,0.0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,8,12.2012987012987,2.159090909090909,0.00028000000000000003,0.00064
0.08,14.82,0.01,0.77,0.1,0.04,0.01,1.46,0.45,0.3,0.008,0.197,15.13,1.9,0.001,0.18,2.65,0.05,0.06,0.06,0.0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,7,7.963157894736843,7.411167512690355,0.0024,1e-05
0.06,22.68,0.06,0.25,0.06,0.54,0.03,1.52,0.67,0.68,0.68,0.105,5.0,1.36,0.003,0.82,2.43,0.04,0.09,0.01,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,8,3.676470588235294,14.476190476190476,0.4624000000000001,0.00017999999999999998
0.04,21.4,0.04,0.58,0.06,0.04,0.05,0.95,1.0,0.75,0.75,0.119,8.99,1.13,0.009,7.62,0.08,0.09,0.07,0.02,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,7,7.955752212389381,7.983193277310924,0.5625,0.00035999999999999997
0.01,22.42,0.09,0.94,0.01,0.57,0.08,1.64,1.06,0.07,0.001,0.147,7.5,1.76,0.002,4.45,3.93,0.03,0.02,0.07,0.0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,7,4.261363636363637,11.156462585034014,7.000000000000001e-05,0.00017999999999999998
0.08,27.15,0.05,1.65,0.07,0.01,0.04,1.24,0.66,0.68,0.68,0.182,2.19,1.2,0.009,0.17,0.61,0.01,0.04,0.07,0.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,7,1.825,6.813186813186813,0.4624000000000001,0.00045
0.08,16.31,0.08,0.93,0.0,0.04,0.03,1.43,1.39,0.11,0.0,0.118,5.46,1.76,0.001,0.4,0.9,0.04,0.02,0.07,0.0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,5,3.102272727272727,12.11864406779661,0.0,8e-05
0.0,17.85,0.09,0.14,0.04,0.01,0.02,1.32,0.95,0.61,0.61,0.16,11.75,1.27,0.002,4.21,0.96,0.05,0.09,0.04,0.0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,8,9.251968503937007,8.25,0.3721,0.00017999999999999998
